	title	etime	content	vote	comment
2014	근데왜	12분 전	올해는 월드컵을 겨울에해 춥게	0	2
2015	쪽문에 붕어빵	12분 전	오늘도 있나요?	0	4
2016	그 핫게 교수님 냥이	14분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
2017	나같은 스타일있나?	14분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
2018	행정학개론	15분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
2019	디자인과 생활	16분 전	디자인과 생활 중간고사 보나요 ??????	0	0
2020	나랑 랜소 예행연습할사람?	17분 전	쪽지줘~	0	1
2021	24년 전역	18분 전	오긴 오냐	1	11
2022	여친 ㅈㄴ질리는데 헤어질 구실좀..	20분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
2023	도서관인사람	21분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
2024	운동종목 남/여 차이	21분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	28
2025	영어 발음기호	22분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
2026	분리수거 막 하는 애들은	27분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
2027	티빙 한 자리 남는 사람	29분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
2028	배우 김유정	29분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
2029	이거 다들 어떻게 생각함??	31분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
2030	나처럼 생각하는 사람있냐	33분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
2031	진지하게 와꾸 궁금하다	35분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
2032	우리 형 밭대 17학번	35분 전	나랑 수능 성적 비슷함	0	4
2033	라인 오랜만에 깔았는데	37분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
2034	언교원 영어회화 들을만 할까요	40분 전	고민되네ㅠ	0	8
2035	의치수약간 1학년으로 보내주면	40분 전	가니? 타전공생들만	0	12
2036	5동 쓰레기장 진짜 누구냐	41분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
2037	복학생인데 공부해도 잘 모르겠다	42분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
2038	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	42분 전	??	0	5
2039	법학개론 ㅇㅇㅅ교수님	45분 전	내일 대면이야...?	0	1
2040	나	방금	약간 신기한 능력있는거 같음 공부 할 때 진짜 약간 수박 겉핥기 식으로 하거든? 그런데 내용이 머리에 다 들어와있음 초능력인가	0	0
2041	시험 20시간 전	방금	공부에는 손도 안 댔음 ㅈㄴ 하기싫어 ㅅㅂ	0	0
2042	전역하면 이성한테 플러스점수있음?	3분 전	못생기면 있어봤자겠지만	0	5
2043	내가 이제 26살인데	5분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	5
2044	치킨빼고 치즈볼만 먹고싶다	6분 전	ㅠㅅㅠ	0	1
2045	지금 학교 다니는 남자 21학번은	6분 전	군대 안간거누	0	4
2046	약대	7분 전	학부몇학번부터 생겼어?	0	4
2047	낼 경영과 사회 ㄹㅅㅇ	7분 전	대면 맞지??	0	0
2048	원가회계 공부하신분.,	8분 전	전 5장이 너무 어렵습니다..	0	2
2049	공.부.시.러.	8분 전	하.기.시.러	0	1
2050	사회적가치와개인의자유	10분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
2051	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	11분 전	나는 포기한 사람 ㅎㅎ	0	0
2052	공2 쪽문에서 지갑잃어리신분	11분 전	02년생 김다혜씨 쪽지주세요~	0	0
2053	잘 하는 게 없으면	12분 전	일단 돈이라도 버는 게 맞지?	0	0
2054	근데왜	12분 전	올해는 월드컵을 겨울에해 춥게	0	2
2055	쪽문에 붕어빵	12분 전	오늘도 있나요?	0	4
2056	그 핫게 교수님 냥이	14분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
2057	나같은 스타일있나?	14분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
2058	행정학개론	15분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
2059	디자인과 생활	16분 전	디자인과 생활 중간고사 보나요 ??????	0	0
2060	나랑 랜소 예행연습할사람?	17분 전	쪽지줘~	0	1
2061	24년 전역	18분 전	오긴 오냐	1	11
2062	여친 ㅈㄴ질리는데 헤어질 구실좀..	20분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
2063	도서관인사람	21분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
2064	운동종목 남/여 차이	21분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	28
2065	영어 발음기호	22분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
2066	분리수거 막 하는 애들은	27분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
2067	티빙 한 자리 남는 사람	29분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
2068	배우 김유정	29분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
2069	이거 다들 어떻게 생각함??	31분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
2070	나처럼 생각하는 사람있냐	33분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
2071	진지하게 와꾸 궁금하다	35분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
2072	우리 형 밭대 17학번	35분 전	나랑 수능 성적 비슷함	0	4
2073	라인 오랜만에 깔았는데	37분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
2074	언교원 영어회화 들을만 할까요	40분 전	고민되네ㅠ	0	8
2075	의치수약간 1학년으로 보내주면	40분 전	가니? 타전공생들만	0	12
2076	5동 쓰레기장 진짜 누구냐	41분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
2077	복학생인데 공부해도 잘 모르겠다	42분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
2078	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	42분 전	??	0	5
2079	법학개론 ㅇㅇㅅ교수님	45분 전	내일 대면이야...?	0	1
2080	나	방금	약간 신기한 능력있는거 같음 공부 할 때 진짜 약간 수박 겉핥기 식으로 하거든? 그런데 내용이 머리에 다 들어와있음 초능력인가	0	0
2081	시험 20시간 전	방금	공부에는 손도 안 댔음 ㅈㄴ 하기싫어 ㅅㅂ	0	0
2082	전역하면 이성한테 플러스점수있음?	3분 전	못생기면 있어봤자겠지만	0	5
2083	내가 이제 26살인데	5분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	5
2084	치킨빼고 치즈볼만 먹고싶다	6분 전	ㅠㅅㅠ	0	1
2085	지금 학교 다니는 남자 21학번은	6분 전	군대 안간거누	0	4
2086	약대	7분 전	학부몇학번부터 생겼어?	0	5
2087	낼 경영과 사회 ㄹㅅㅇ	7분 전	대면 맞지??	0	0
2088	원가회계 공부하신분.,	8분 전	전 5장이 너무 어렵습니다..	0	2
2089	공.부.시.러.	8분 전	하.기.시.러	0	1
2090	사회적가치와개인의자유	10분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
2091	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	11분 전	나는 포기한 사람 ㅎㅎ	0	0
2092	공2 쪽문에서 지갑잃어리신분	11분 전	02년생 김다혜씨 쪽지주세요~	0	0
2093	잘 하는 게 없으면	12분 전	일단 돈이라도 버는 게 맞지?	0	0
2094	근데왜	12분 전	올해는 월드컵을 겨울에해 춥게	0	2
2095	쪽문에 붕어빵	12분 전	오늘도 있나요?	0	4
2096	그 핫게 교수님 냥이	14분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
2097	나같은 스타일있나?	14분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
2098	행정학개론	15분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
2099	디자인과 생활	16분 전	디자인과 생활 중간고사 보나요 ??????	0	0
2100	나랑 랜소 예행연습할사람?	17분 전	쪽지줘~	0	1
2101	24년 전역	18분 전	오긴 오냐	1	11
2102	여친 ㅈㄴ질리는데 헤어질 구실좀..	20분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
2103	도서관인사람	21분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
2104	운동종목 남/여 차이	21분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	28
2105	영어 발음기호	22분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
2106	분리수거 막 하는 애들은	27분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
2107	티빙 한 자리 남는 사람	29분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
2108	배우 김유정	29분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
2109	이거 다들 어떻게 생각함??	31분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
2110	나처럼 생각하는 사람있냐	33분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
2111	진지하게 와꾸 궁금하다	35분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
2112	우리 형 밭대 17학번	35분 전	나랑 수능 성적 비슷함	0	4
2113	라인 오랜만에 깔았는데	37분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
2114	언교원 영어회화 들을만 할까요	40분 전	고민되네ㅠ	0	8
2115	의치수약간 1학년으로 보내주면	40분 전	가니? 타전공생들만	0	12
2116	5동 쓰레기장 진짜 누구냐	41분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
2117	복학생인데 공부해도 잘 모르겠다	42분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
2118	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	42분 전	??	0	5
2119	법학개론 ㅇㅇㅅ교수님	45분 전	내일 대면이야...?	0	1
2120	나	방금	약간 신기한 능력있는거 같음 공부 할 때 진짜 약간 수박 겉핥기 식으로 하거든? 그런데 내용이 머리에 다 들어와있음 초능력인가	0	0
2121	시험 20시간 전	방금	공부에는 손도 안 댔음 ㅈㄴ 하기싫어 ㅅㅂ	0	0
2122	전역하면 이성한테 플러스점수있음?	3분 전	못생기면 있어봤자겠지만	0	5
2123	내가 이제 26살인데	5분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	5
2124	치킨빼고 치즈볼만 먹고싶다	6분 전	ㅠㅅㅠ	0	1
2125	지금 학교 다니는 남자 21학번은	6분 전	군대 안간거누	0	4
2126	약대	7분 전	학부몇학번부터 생겼어?	0	5
2127	낼 경영과 사회 ㄹㅅㅇ	7분 전	대면 맞지??	0	0
2128	원가회계 공부하신분.,	8분 전	전 5장이 너무 어렵습니다..	0	2
2129	공.부.시.러.	8분 전	하.기.시.러	0	1
2130	사회적가치와개인의자유	10분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
2131	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	11분 전	나는 포기한 사람 ㅎㅎ	0	0
2132	공2 쪽문에서 지갑잃어리신분	11분 전	02년생 김다혜씨 쪽지주세요~	0	0
2133	잘 하는 게 없으면	12분 전	일단 돈이라도 버는 게 맞지?	0	0
2134	근데왜	12분 전	올해는 월드컵을 겨울에해 춥게	0	2
2135	쪽문에 붕어빵	12분 전	오늘도 있나요?	0	4
2136	그 핫게 교수님 냥이	14분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
2137	나같은 스타일있나?	14분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
2138	행정학개론	15분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
2139	디자인과 생활	16분 전	디자인과 생활 중간고사 보나요 ??????	0	0
2140	나랑 랜소 예행연습할사람?	17분 전	쪽지줘~	0	1
2141	24년 전역	18분 전	오긴 오냐	1	11
2142	여친 ㅈㄴ질리는데 헤어질 구실좀..	20분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
2143	도서관인사람	21분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
2144	운동종목 남/여 차이	21분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	28
2145	영어 발음기호	22분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
2146	분리수거 막 하는 애들은	27분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
2147	티빙 한 자리 남는 사람	29분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
2148	배우 김유정	29분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
2149	이거 다들 어떻게 생각함??	31분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
2150	나처럼 생각하는 사람있냐	33분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
2151	진지하게 와꾸 궁금하다	35분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
2152	우리 형 밭대 17학번	35분 전	나랑 수능 성적 비슷함	0	4
2153	라인 오랜만에 깔았는데	37분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
2154	언교원 영어회화 들을만 할까요	40분 전	고민되네ㅠ	0	8
2155	의치수약간 1학년으로 보내주면	40분 전	가니? 타전공생들만	0	12
2156	5동 쓰레기장 진짜 누구냐	41분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
2157	복학생인데 공부해도 잘 모르겠다	42분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
2158	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	42분 전	??	0	5
2159	법학개론 ㅇㅇㅅ교수님	45분 전	내일 대면이야...?	0	1
2160	나	방금	약간 신기한 능력있는거 같음 공부 할 때 진짜 약간 수박 겉핥기 식으로 하거든? 그런데 내용이 머리에 다 들어와있음 초능력인가	0	0
2161	시험 20시간 전	방금	공부에는 손도 안 댔음 ㅈㄴ 하기싫어 ㅅㅂ	0	0
2162	전역하면 이성한테 플러스점수있음?	3분 전	못생기면 있어봤자겠지만	0	5
2163	내가 이제 26살인데	5분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	5
2164	치킨빼고 치즈볼만 먹고싶다	6분 전	ㅠㅅㅠ	0	1
2165	지금 학교 다니는 남자 21학번은	6분 전	군대 안간거누	0	4
2166	약대	7분 전	학부몇학번부터 생겼어?	0	5
2167	낼 경영과 사회 ㄹㅅㅇ	7분 전	대면 맞지??	0	0
2168	원가회계 공부하신분.,	8분 전	전 5장이 너무 어렵습니다..	0	2
2169	공.부.시.러.	8분 전	하.기.시.러	0	1
2170	사회적가치와개인의자유	10분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
2171	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	11분 전	나는 포기한 사람 ㅎㅎ	0	0
2172	공2 쪽문에서 지갑잃어리신분	11분 전	02년생 김다혜씨 쪽지주세요~	0	0
2173	잘 하는 게 없으면	12분 전	일단 돈이라도 버는 게 맞지?	0	0
2174	근데왜	12분 전	올해는 월드컵을 겨울에해 춥게	0	2
2175	쪽문에 붕어빵	12분 전	오늘도 있나요?	0	4
2176	그 핫게 교수님 냥이	14분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
2177	나같은 스타일있나?	14분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
2178	행정학개론	15분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
2179	디자인과 생활	16분 전	디자인과 생활 중간고사 보나요 ??????	0	0
2180	나랑 랜소 예행연습할사람?	17분 전	쪽지줘~	0	1
2181	24년 전역	18분 전	오긴 오냐	1	11
2182	여친 ㅈㄴ질리는데 헤어질 구실좀..	20분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
2183	도서관인사람	21분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
2184	운동종목 남/여 차이	21분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	28
2185	영어 발음기호	22분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
2186	분리수거 막 하는 애들은	27분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
2187	티빙 한 자리 남는 사람	29분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
2188	배우 김유정	29분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
2189	이거 다들 어떻게 생각함??	31분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
2190	나처럼 생각하는 사람있냐	33분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
2191	진지하게 와꾸 궁금하다	35분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
2192	우리 형 밭대 17학번	35분 전	나랑 수능 성적 비슷함	0	4
2193	라인 오랜만에 깔았는데	37분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
2194	언교원 영어회화 들을만 할까요	40분 전	고민되네ㅠ	0	8
2195	의치수약간 1학년으로 보내주면	40분 전	가니? 타전공생들만	0	12
2196	5동 쓰레기장 진짜 누구냐	41분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
2197	복학생인데 공부해도 잘 모르겠다	42분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
2198	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	42분 전	??	0	5
2199	법학개론 ㅇㅇㅅ교수님	45분 전	내일 대면이야...?	0	1
2200	나	방금	약간 신기한 능력있는거 같음 공부 할 때 진짜 약간 수박 겉핥기 식으로 하거든? 그런데 내용이 머리에 다 들어와있음 초능력인가 웹툰이나 책 읽을	0	0
2201	시험 20시간 전	방금	공부에는 손도 안 댔음 ㅈㄴ 하기싫어 ㅅㅂ	0	0
2202	전역하면 이성한테 플러스점수있음?	3분 전	못생기면 있어봤자겠지만	0	5
2203	내가 이제 26살인데	5분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	5
2204	치킨빼고 치즈볼만 먹고싶다	6분 전	ㅠㅅㅠ	0	1
2205	지금 학교 다니는 남자 21학번은	6분 전	군대 안간거누	0	4
2206	약대	7분 전	학부몇학번부터 생겼어?	0	5
2207	낼 경영과 사회 ㄹㅅㅇ	7분 전	대면 맞지??	0	0
2208	원가회계 공부하신분.,	8분 전	전 5장이 너무 어렵습니다..	0	2
2209	공.부.시.러.	8분 전	하.기.시.러	0	1
2210	사회적가치와개인의자유	10분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
2211	내일 투자론 ㅈㅎㄱ교수님꺼 포기안한 사람?	11분 전	나는 포기한 사람 ㅎㅎ	0	0
2212	공2 쪽문에서 지갑잃어리신분	11분 전	02년생 김다혜씨 쪽지주세요~	0	0
2213	잘 하는 게 없으면	12분 전	일단 돈이라도 버는 게 맞지?	0	0
2214	근데왜	12분 전	올해는 월드컵을 겨울에해 춥게	0	2
2215	쪽문에 붕어빵	12분 전	오늘도 있나요?	0	4
2216	그 핫게 교수님 냥이	14분 전	입양하면 소식 올려주라...! 부탁해 너무 망충하고 하찮아서 귀엽더라... 아기고양이...	0	0
2217	나같은 스타일있나?	14분 전	공부할때 개념이나 원리 같은건 이해 잘하고 증명이나 유도과정도 혼자 끄적이면서 이해 잘하는데 막상 문제 주어지면 쓰는걸 잘 못함 ㅠㅠ 그래서 개	0	3
2218	행정학개론	15분 전	ㅇㅅㄱ교수님 화요일 수업하는 거 맞지?	0	0
2219	디자인과 생활	16분 전	디자인과 생활 중간고사 보나요 ??????	0	0
2220	나랑 랜소 예행연습할사람?	17분 전	쪽지줘~	0	1
2221	24년 전역	18분 전	오긴 오냐	1	11
2222	여친 ㅈㄴ질리는데 헤어질 구실좀..	20분 전	너무 애같아서 정 다 털림 초딩 만나는 느낌	0	10
2223	도서관인사람	21분 전	공부끝나고 12시에 같이 집갈사람 구해요~!	0	4
2224	운동종목 남/여 차이	21분 전	거의 앵간한 운동 종목에서 남자가 여자보다 운동성능이 훨씬 월등하잖아 체격 차이라든지 폭발적인 힘 차이라든지 여러 이유에서! 남여 격차가 많이 	0	28
2225	영어 발음기호	22분 전	나만 볼줄몰라…? 난 안배웠는데	0	3
2226	분리수거 막 하는 애들은	27분 전	교육 못 받은거임? 분리수거 방법을 몰라도 저렇게 까지는 안할텐데 왜 저렇게 하는지 참 궁금하네	0	5
2227	티빙 한 자리 남는 사람	29분 전	딱 한 달만 하고 싶어 껴 줘..	0	3
2228	배우 김유정	29분 전	은 남자들한테 인기 많음? 내 눈엔 되게 예쁜데	0	11
2229	이거 다들 어떻게 생각함??	31분 전	난 존나 사회성 결여 + 쿨한척하는 사람같다고 생각함	0	15
2230	나처럼 생각하는 사람있냐	33분 전	주변 보면 악착같이 돈 모으고 아끼는 사람들이 종종 있는데   나는 젊을때 대충 이십초반까지는 돈 모으기 보다는  사고 싶은거 사거나 여행 다니	0	12
2231	진지하게 와꾸 궁금하다	35분 전	방구석에서 허벅지 긁지말고 앞에서 씨부려봐 너땜에 한남소리 듣지 ㅂ1신아	0	6
2232	우리 형 밭대 17학번	35분 전	나랑 수능 성적 비슷함	0	4
2233	라인 오랜만에 깔았는데	37분 전	카톡 때문에 깔았는데  몇 명 이성 친구들 어렸을 때 설정해둔 프로필 사진 다 보임 .. 흑역사도 몇 명 있어 보이고 ㅋㅋㅋㅋ 개웃겨	0	2
2234	언교원 영어회화 들을만 할까요	40분 전	고민되네ㅠ	0	8
2235	의치수약간 1학년으로 보내주면	40분 전	가니? 타전공생들만	0	12
2236	5동 쓰레기장 진짜 누구냐	41분 전	짜장면 엎어놓고 튄거 싸대기 마렵네	1	0
2237	복학생인데 공부해도 잘 모르겠다	42분 전	복학하니까 회계나 채권같이 계산하는건 감이 안잡힘 경상대는 시험 망치면 F주는곳 많음?	0	2
2238	작년에 ㅇㅅㅇ교수님 생화학 들으신분 계신가요?	42분 전	??	0	5
2239	법학개론 ㅇㅇㅅ교수님	45분 전	내일 대면이야...?	0	1
2240	나	방금	약간 신기한 능력있는거 같음 공부 할 때 진짜 약간 수박 겉핥기 식으로 하거든? 그런데 내용이 머리에 다 들어와있음 초능력인가 웹툰이나 책 읽을	0	0
2241	시험 20시간 전	방금	공부에는 손도 안 댔음 ㅈㄴ 하기싫어 ㅅㅂ	0	0
2242	전역하면 이성한테 플러스점수있음?	3분 전	못생기면 있어봤자겠지만	0	5
2243	내가 이제 26살인데	5분 전	그동안 3천정도 모아둔 돈이 있는데  20대 초반을 보내면서 하고 싶은거 다해보면서 돈을 500정도 남기고 다 썼거든.  해외나가서 외국사람들이	0	5
2244	치킨빼고 치즈볼만 먹고싶다	6분 전	ㅠㅅㅠ	0	1
2245	지금 학교 다니는 남자 21학번은	6분 전	군대 안간거누	0	4
2246	약대	7분 전	학부몇학번부터 생겼어?	0	5
2247	낼 경영과 사회 ㄹㅅㅇ	7분 전	대면 맞지??	0	0
2248	원가회계 공부하신분.,	8분 전	전 5장이 너무 어렵습니다..	0	2
2249	공.부.시.러.	8분 전	하.기.시.러	0	1
2250	사회적가치와개인의자유	10분 전	교수님 저 걍 안할게여 암기가 너무 싫어여 죄송해여 전공이 저 재밌어서.. 이거 못하겠어요	0	0
